-0.19398724	-0.16634727	0.13289762	-0.21708204	0.16351233	-0.10135161	0.193576	0.16946311	-0.1296405	0.19132984	-0.1772017	-0.21705979	-0.15115638	-0.13675186	-0.12121976	-0.21651243
-0.009570663	-0.063353814	0.061317615	-0.08453613	-0.029044775	-0.01829248	0.015555396	0.07033062	-0.017578777	0.029181514	-0.028752543	-0.070278764	-0.08322823	-0.034766346	-0.041424602	-0.08268027
0.10076616	0.0209684	-0.02290465	0.050756115	-0.060550865	0.106891766	-0.033026904	-0.11104272	0.078979574	-0.08135321	0.11507095	0.027942274	0.11500514	0.11917045	0.06421206	0.11824422
-0.123859674	-0.056461595	0.049993455	-0.13174747	0.11881631	-0.0632433	0.05077624	0.060572624	-0.09734992	0.082804054	-0.110424146	-0.05510704	-0.067933016	-0.12889144	-0.12903239	-0.063863024
-0.24736306	-0.3135931	0.21628095	-0.40658835	0.20234658	-0.28812736	0.2597396	0.31602368	-0.34169653	0.3216329	-0.20296036	-0.38288262	-0.36160472	-0.31237996	-0.27681392	-0.41780972
0.15552242	0.08157597	-0.16818537	0.026072318	-0.18425205	0.09844285	-0.113014154	-0.122708835	0.10403132	-0.08106739	0.114501454	0.06190927	0.06791376	0.1462766	0.1481143	0.039913423
0.099852	0.041037288	-0.01971823	0.15804952	-0.02851088	0.022380924	-0.03114175	-0.07996544	0.046198964	-0.12622435	0.08702109	0.051815763	0.11185368	0.035033297	0.09292646	0.14663725
-0.070435755	-0.14260921	0.09580162	-0.14170544	0.12235375	-0.13342473	0.113500334	0.15311703	-0.2221176	0.12119826	-0.07301015	-0.111351036	-0.1253858	-0.15863283	-0.15341534	-0.13234596
-0.16885287	-0.18256314	0.14895843	-0.2885251	0.17103861	-0.11174405	0.14267983	0.15405662	-0.20413059	0.17281945	-0.12673903	-0.16925554	-0.1923157	-0.20311572	-0.1559477	-0.2667426
0.05490517	0.08591294	-0.046873707	0.17653589	-0.06883061	0.0384094	-0.085325465	-0.1012171	0.10094227	-0.07594607	0.03174067	0.12481273	0.05642722	0.069837324	0.076224394	0.0976357
-0.029692845	-0.08011243	0.04194206	-0.06703951	-0.033534046	-0.04984705	0.020785734	0.040145714	-0.11908452	0.03417176	-0.015203965	-0.07184784	-0.019547999	-0.022388611	0.023308778	-0.07528623
